t,gdp
1404/1/1,0.73014282134803328
1405/1/1,0.7316277903185352
1406/1/1,0.67888526236505144
1407/1/1,0.67981905001256592
1408/1/1,0.62918238993710688
1409/1/1,0.65147318055905312
1410/1/1,0.69246281825056712
1411/1/1,0.67827403482210416
1412/1/1,0.6627936347562512
1413/1/1,0.6012642225031608
1414/1/1,0.68337129840546696
1415/1/1,0.6995186217380288
1416/1/1,0.67486685265026624
1417/1/1,0.73800456968773792
1418/1/1,0.70063532401524776
1419/1/1,0.73823454591706912
1420/1/1,0.72058074375955184
1421/1/1,0.6733809280979092
1422/1/1,0.69576314446145992
1423/1/1,0.7345426673479816
1424/1/1,0.74066496163682864
1425/1/1,0.71556579621095736
1426/1/1,0.69425935417734464
1427/1/1,0.67624422780913288
1428/1/1,0.63533641499743184
1429/1/1,0.65732647814910008
1430/1/1,0.67678847143592392
1431/1/1,0.68154838709677424
1432/1/1,0.674430641821946
1433/1/1,0.696002076843198
1434/1/1,0.7391304347826088
1435/1/1,0.65796344647519592
1436/1/1,0.61445783132530104
1437/1/1,0.5907538744418176
1438/1/1,0.62144362486828216
1439/1/1,0.65046235138705424
1440/1/1,0.6579226285108636
1441/1/1,0.58277969705022584
1442/1/1,0.60474413646055424
1443/1/1,0.73295910184442656
1444/1/1,0.73351206434316352
1445/1/1,0.63404140898090888
1446/1/1,0.6758360302049624
1447/1/1,0.69353529889099272
1448/1/1,0.71839392295170912
1449/1/1,0.66040816326530608
1450/1/1,0.6821282401091404
1451/1/1,0.68326530612244888
1452/1/1,0.67417254476397192
1453/1/1,0.67946984041114424
1454/1/1,0.67961165048543696
1455/1/1,0.67410594245764984
1456/1/1,0.68114776079377848
1457/1/1,0.62272727272727256
1458/1/1,0.6587576646227672
1459/1/1,0.6480595427963848
1460/1/1,0.64776040286244384
1461/1/1,0.6498414376321352
1462/1/1,0.71014492753623192
1463/1/1,0.71815077488836344
1464/1/1,0.65453116815086408
1465/1/1,0.63515278140506656
1466/1/1,0.62968749999999992
1467/1/1,0.64866268501687888
1468/1/1,0.6764172922599012
1469/1/1,0.6667527103768712
1470/1/1,0.64736164736164728
1471/1/1,0.6181678214010776
1472/1/1,0.63843398157625384
1473/1/1,0.6325593263587648
1474/1/1,0.66547952175019064
1475/1/1,0.64535768645357704
1476/1/1,0.597875569044006
1477/1/1,0.62496847414880216
1478/1/1,0.64168971586623048
1479/1/1,0.6776134369516168
1480/1/1,0.69649999999999992
1481/1/1,0.6647557328015952
1482/1/1,0.63494035785288248
1483/1/1,0.66501486620416248
1484/1/1,0.6580182851494932
1485/1/1,0.6213353042621332
1486/1/1,0.68754605747973448
1487/1/1,0.62772471222140584
1488/1/1,0.64004884004883992
1489/1/1,0.65351838324811296
1490/1/1,0.65695557174071384
1491/1/1,0.66158315177923
1492/1/1,0.6685976345643252
1493/1/1,0.65679903730445256
1494/1/1,0.68706503479721616
1495/1/1,0.672488038277512
1496/1/1,0.6505248091603052
1497/1/1,0.69314938154138904
1498/1/1,0.69883803651885192
1499/1/1,0.70063844880586424
1500/1/1,0.68804527234142896
1501/1/1,0.66220028208744704
1502/1/1,0.68448195030473504
1503/1/1,0.71231596167328816
1504/1/1,0.71265439291540424
1505/1/1,0.71863382899628248
1506/1/1,0.72011121408711744
1507/1/1,0.7052437052437052
1508/1/1,0.71326577614002752
1509/1/1,0.74483233807992656
1510/1/1,0.71651019006182712
1511/1/1,0.7292237442922376
1512/1/1,0.6949692692920556
1513/1/1,0.72349602724177088
1514/1/1,0.72023540063377088
1515/1/1,0.73798239675016912
1516/1/1,0.7295229522952296
1517/1/1,0.72986313663899504
1518/1/1,0.73176733780760624
1519/1/1,0.72339950925719392
1520/1/1,0.7111407605070048
1521/1/1,0.72616407982261616
1522/1/1,0.73712137961529952
1523/1/1,0.74852265265922512
1524/1/1,0.75666305525460448
1525/1/1,0.74924924924924944
1526/1/1,0.75095541401273856
1527/1/1,0.69440941572089112
1528/1/1,0.69787765293383256
1529/1/1,0.70566426364572584
1530/1/1,0.71151885830784904
1531/1/1,0.68476286579212912
1532/1/1,0.70569430569430584
1533/1/1,0.69916930379746856
1534/1/1,0.727628744859996
1535/1/1,0.67474316728048048
1536/1/1,0.6642363775901764
1537/1/1,0.71263057929724616
1538/1/1,0.67174280879864648
1539/1/1,0.72157081704820432
1540/1/1,0.69467477427676408
1541/1/1,0.67235682819383256
1542/1/1,0.69360391375249144
1543/1/1,0.66870834083948848
1544/1/1,0.70295794725588056
1545/1/1,0.68112062812276952
1546/1/1,0.69096105752054296
1547/1/1,0.7461620849696536
1548/1/1,0.71149445520154896
1549/1/1,0.6800278842802372
1550/1/1,0.6704506363949088
1551/1/1,0.6502797084251568
1552/1/1,0.619320094244362
1553/1/1,0.72189744446300304
1554/1/1,0.65524093392945848
1555/1/1,0.64815119145439592
1556/1/1,0.524987869966036
1557/1/1,0.57538910505836592
1558/1/1,0.74713977781462448
1559/1/1,0.70675791274593656
1560/1/1,0.7104945717732204
1561/1/1,0.72086257059729568
1562/1/1,0.71440663619434576
1563/1/1,0.7756915339480304
1564/1/1,0.74711875730749936
1565/1/1,0.74542154759940592
1566/1/1,0.83349705304518656
1567/1/1,0.7784615384615384
1568/1/1,0.77460063897763568
1569/1/1,0.768364270982072
1570/1/1,0.7042875157629256
1571/1/1,0.70428504159472592
1572/1/1,0.67905457938112256
1573/1/1,0.77597402597402592
1574/1/1,0.68464730290456424
1575/1/1,0.76038970924037168
1576/1/1,0.78179626280892112
1577/1/1,0.66086050320083344
1578/1/1,0.75165709235528048
1579/1/1,0.73803269118505584
1580/1/1,0.69580268282128944
1581/1/1,0.67062526827872352
1582/1/1,0.59821681290687808
1583/1/1,0.67332123411978208
1584/1/1,0.64740761169332592
1585/1/1,0.56587768504583384
1586/1/1,0.54991883116883112
1587/1/1,0.60877759827679048
1588/1/1,0.68512765095231656
1589/1/1,0.59761968440759536
1590/1/1,0.631405176967776
1591/1/1,0.63570391872278656
1592/1/1,0.68602660345054648
1593/1/1,0.72657794175780736
1594/1/1,0.58957952468007312
1595/1/1,0.58906229846511008
1596/1/1,0.55898552581017048
1597/1/1,0.53357252690927712
1598/1/1,0.63592984266185192
1599/1/1,0.72482106339468304
1600/1/1,0.68535353535353552
1601/1/1,0.67740324594257192
1602/1/1,0.70992555831265512
1603/1/1,0.74969143421377456
1604/1/1,0.79731560152690576
1605/1/1,0.71018372064728064
1606/1/1,0.7422854387656704
1607/1/1,0.67306088407005848
1608/1/1,0.6369757826343768
1609/1/1,0.7346532333645736
1610/1/1,0.77788158355716448
1611/1/1,0.71224608241439336
1612/1/1,0.67890967890967888
1613/1/1,0.65363385464581424
1614/1/1,0.63028978840846384
1615/1/1,0.68138765263037792
1616/1/1,0.64301148640964392
1617/1/1,0.7090764512098148
1618/1/1,0.7051585957783044
1619/1/1,0.6431047981210156
1620/1/1,0.7467863475177304
1621/1/1,0.7426631625054752
1622/1/1,0.64084355498170864
1623/1/1,0.63541109804340848
1624/1/1,0.7220010758472296
1625/1/1,0.72898706896551744
1626/1/1,0.70136388434260752
1627/1/1,0.70233968804159464
1628/1/1,0.78913297251406144
1629/1/1,0.57986002298130136
1630/1/1,0.57401781037192248
1631/1/1,0.5880181415462504
1632/1/1,0.6606956883982504
1633/1/1,0.60835111246571152
1634/1/1,0.61567800863193808
1635/1/1,0.63699040767386096
1636/1/1,0.6186198448346264
1637/1/1,0.59819999999999992
1638/1/1,0.6584482238100032
1639/1/1,0.6648373578128116
1640/1/1,0.682226211849192
1641/1/1,0.60775774762001208
1642/1/1,0.66289773864318592
1643/1/1,0.69924070604476888
1644/1/1,0.7075283808006372
1645/1/1,0.6123378552331916
1646/1/1,0.6178982916170044
1647/1/1,0.61430945166650376
1648/1/1,0.62233313760031296
1649/1/1,0.6114369501466276
1650/1/1,0.5861697965571204
1651/1/1,0.6191268598277212
1652/1/1,0.69708943716268304
1653/1/1,0.77838880849011104
1654/1/1,0.77156268335615104
1655/1/1,0.80344595244970624
1656/1/1,0.74380722891566256
1657/1/1,0.70008668015024552
1658/1/1,0.68974609374999984
1659/1/1,0.58405682715074992
1660/1/1,0.63965927099841512
1661/1/1,0.65262743554418376
1662/1/1,0.67455325945891976
1663/1/1,0.7940496532314808
1664/1/1,0.74103427778878512
1665/1/1,0.7730006013229104
1666/1/1,0.86546104928457856
1667/1/1,0.89021164021163984
1668/1/1,0.78648432820922336
1669/1/1,0.806973723648716
1670/1/1,0.78399199599799888
1671/1/1,0.75939168093463584
1672/1/1,0.75399231857691504
1673/1/1,0.76893711070926256
1674/1/1,0.73194430531904192
1675/1/1,0.75107683061204048
1676/1/1,0.88805371817999584
1677/1/1,0.8225112556278136
1678/1/1,0.85259798543931392
1679/1/1,0.79593878163449008
1680/1/1,0.89531375703942096
1681/1/1,0.81236652089901344
1682/1/1,0.87142707569887952
1683/1/1,0.94186168538146672
1684/1/1,0.78885969521807648
1685/1/1,0.85558780841799712
1686/1/1,0.79026101310223856
1687/1/1,0.87935712794823632
1688/1/1,0.94579262527576432
1689/1/1,0.90531629919637328
1690/1/1,0.9672131147540984
1691/1/1,0.97307221542227664
1692/1/1,1.051778615839364
1693/1/1,0.89063609617530704
1694/1/1,1.060402684563758
1695/1/1,1.014439699003457
1696/1/1,0.969749264034108
1697/1/1,0.95692090395480208
1698/1/1,0.979727017262144
1699/1/1,0.9421363499849832
1700/1/1,1
1701/1/1,1.082985489962234
1702/1/1,1.047666041646107
1703/1/1,0.97211623128852368
1704/1/1,1.151801363193768
1705/1/1,1.090635321546532
1706/1/1,0.92050735863671568
1707/1/1,1.030387806289794
1708/1/1,1.093067974233247
1709/1/1,0.94484412470023984
1710/1/1,0.85652797704447616
1711/1/1,0.9349803696255864
1712/1/1,0.9359109661325912
1713/1/1,0.89416722536155552
1714/1/1,0.98005534879282368
1715/1/1,0.95148222285768736
1716/1/1,0.98143060161061104
1717/1/1,1.029735579185095
1718/1/1,1.080467289719626
1719/1/1,1.054400297066469
1720/1/1,1.125372578241431
1721/1/1,1.082711674748228
1722/1/1,1.0931619154089812
1723/1/1,1.06292343387471
1724/1/1,1.048552668084713
1725/1/1,1.071961669584447
1726/1/1,1.030056641695597
1727/1/1,1.017892824704814
1728/1/1,1.059060895084372
1729/1/1,1.016495806150979
1730/1/1,1.052552127559204
1731/1/1,1.036634878670569
1732/1/1,1.100676818950931
1733/1/1,1.119132223676828
1734/1/1,1.103655714946784
1735/1/1,1.067877453678224
1736/1/1,1.138138138138138
1737/1/1,1.070730824891462
1738/1/1,1.085711713333934
1739/1/1,1.071569153694758
1740/1/1,1.047869027493549
1741/1/1,1.075892064619208
1742/1/1,1.112207372858552
1743/1/1,1.086406460296097
1744/1/1,1.063797558585048
1745/1/1,1.068436370050269
1746/1/1,1.095284011220196
1747/1/1,1.140151845710795
1748/1/1,1.125282953160369
1749/1/1,1.111418685121107
1750/1/1,1.1201340551688578
1751/1/1,1.089162182936203
1752/1/1,1.13571549821762
1753/1/1,1.13752422684756
1754/1/1,1.097991631799163
1755/1/1,1.123680492062172
1756/1/1,1.095992083127165
1757/1/1,1.154319973718791
1758/1/1,1.167540553825987
1759/1/1,1.181907250163292
1760/1/1,1.209172077922078
1761/1/1,1.248690044336961
1762/1/1,1.209461087462854
1763/1/1,1.208340041861214
1764/1/1,1.20197083800673
1765/1/1,1.183082915971062
1766/1/1,1.193510091017016
1767/1/1,1.198894591393604
1768/1/1,1.206994328922495
1769/1/1,1.267021443105337
1770/1/1,1.22400124358775
1771/1/1,1.239147226942685
1772/1/1,1.198589173439656
1773/1/1,1.2106985238167708
1774/1/1,1.175443898753305
1775/1/1,1.200478576235699
1776/1/1,1.227885612683361
1777/1/1,1.251320810096859
1778/1/1,1.22986418766795
1779/1/1,1.21531375935521
1780/1/1,1.264227933280836
1781/1/1,1.286149270641552
1782/1/1,1.263757115749525
1783/1/1,1.254840067340067
1784/1/1,1.2480889506601812
1785/1/1,1.227882960413081
1786/1/1,1.236255875740854
1787/1/1,1.201535250151505
1788/1/1,1.1866959941345062
1789/1/1,1.197342454940139
1790/1/1,1.273691056910569
1791/1/1,1.263296505652621
1792/1/1,1.299168095510256
1793/1/1,1.264831573655103
1794/1/1,1.213168878091322
1795/1/1,1.329842931937173
1796/1/1,1.340306153564676
1797/1/1,1.313308854511527
1798/1/1,1.310878362294692
1799/1/1,1.329686489030057
1800/1/1,1.385946451537472
1801/1/1,1.38905986876488
1802/1/1,1.393365201866037
1803/1/1,1.348345954563571
1804/1/1,1.328597102100415
1805/1/1,1.388347903065176
1806/1/1,1.362981949064732
1807/1/1,1.432252165026088
1808/1/1,1.3476344714065732
1809/1/1,1.371907756813416
1810/1/1,1.442057864499766
1811/1/1,1.408501072851742
1812/1/1,1.32994515171338
1813/1/1,1.380237741456166
1814/1/1,1.328717023455405
1815/1/1,1.446736054487026
1816/1/1,1.348066037735849
1817/1/1,1.349259414031666
1818/1/1,1.3274190598134258
1819/1/1,1.286873422286332
1820/1/1,1.370781527531083
1821/1/1,1.371494714772429
1822/1/1,1.374940938963103
1823/1/1,1.392983939137785
1824/1/1,1.447965685253821
1825/1/1,1.460366354526039
1826/1/1,1.364141229883659
1827/1/1,1.450638280843572
1828/1/1,1.434698547979798
1829/1/1,1.427403659011289
1830/1/1,1.472201944134937
1831/1/1,1.470070889722885
1832/1/1,1.497958266212116
1833/1/1,1.492553900866859
1834/1/1,1.509179344645992
1835/1/1,1.600945404683723
1836/1/1,1.632718467345631
1837/1/1,1.59933821458744
1838/1/1,1.642916782632898
1839/1/1,1.609571183533448
1840/1/1,1.666294340644463
1841/1/1,1.614810850587015
1842/1/1,1.579319458209449
1843/1/1,1.6377341251713108
1844/1/1,1.760380399742102
1845/1/1,1.819079471253384
1846/1/1,1.797393849737182
1847/1/1,1.755832763018727
1848/1/1,1.808222126560482
1849/1/1,1.8336930419187148
1850/1/1,1.796501668019115
1851/1/1,1.8566036614360432
1852/1/1,1.917817882546588
1853/1/1,1.963106175136644
1854/1/1,2.035864250790912
1855/1/1,1.9688709310266332
1856/1/1,2.0785561437098772
1857/1/1,2.081282915819098
1858/1/1,2.022973606552856
1859/1/1,2.086186186186186
1860/1/1,2.109252101521744
1861/1/1,2.0833288734278832
1862/1/1,1.9759663687800752
1863/1/1,2.1416405433646812
1864/1/1,2.179335621918798
1865/1/1,2.211400153022188
1866/1/1,2.2602746629708948
1867/1/1,2.24925306244398
1868/1/1,2.3370888785023732
1869/1/1,2.336298672889018
1870/1/1,2.4173631123919308
1871/1/1,2.494766653957308
1872/1/1,2.489771511695476
1873/1/1,2.4958524249347912
1874/1/1,2.561215391272588
1875/1/1,2.5675784443110632
1876/1/1,2.557966817850766
1877/1/1,2.51732039077986
1878/1/1,2.5333688729398652
1879/1/1,2.412149412364142
1880/1/1,2.6091361199820428
1881/1/1,2.65288530069582
1882/1/1,2.6879634840559252
1883/1/1,2.7172628990681028
1884/1/1,2.6559490915347432
1885/1/1,2.5743498228251012
1886/1/1,2.559314122676584
1887/1/1,2.628086847482984
1888/1/1,2.7065978482708348
1889/1/1,2.816558050692382
1890/1/1,2.836108098031476
1891/1/1,2.903556155926038
1892/1/1,2.7854636298026148
1893/1/1,2.733960408765778
1894/1/1,2.8289810231780952
1895/1/1,2.897613138976644
1896/1/1,3.006850164990586
1897/1/1,3.0359014376075672
1898/1/1,3.1388715945216048
1899/1/1,3.2125350448480268
1900/1/1,3.2397196605412808
1901/1/1,3.100280392253682
1902/1/1,3.1618443844562232
1903/1/1,3.0875478300814132
1904/1/1,3.0984663297410072
1905/1/1,3.191757389974976
1906/1/1,3.2489593633503132
1907/1/1,3.2897154549717528
1908/1/1,3.1468199446723628
1909/1/1,3.165367287763656
1910/1/1,3.2310497804204972
1911/1/1,3.3161866024640832
1912/1/1,3.416251574317066
1913/1/1,3.544130214794312
